holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,Day_Week,Weekend,weather_desc,weather_bin,snow_bin,holi,year,month,weekday,hour,day_part
,15.129999999999995,0.0,0.0,40.0,Clouds,scattered clouds,5545.0,1,0,1,1,0,0,2012,10,1,9,morning
,16.210000000000036,0.0,0.0,75.0,Clouds,broken clouds,4516.0,1,0,1,1,0,0,2012,10,1,10,morning
,16.430000000000007,0.0,0.0,90.0,Clouds,overcast clouds,4767.0,1,0,1,1,0,0,2012,10,1,11,morning
,16.980000000000018,0.0,0.0,90.0,Clouds,overcast clouds,5026.0,1,0,1,1,0,0,2012,10,1,12,morning
,17.99000000000001,0.0,0.0,75.0,Clouds,broken clouds,4918.0,1,0,1,1,0,0,2012,10,1,13,afternoon
,18.57000000000005,0.0,0.0,1.0,Clear,sky is clear,5181.0,1,0,0,1,0,0,2012,10,1,14,afternoon
,20.02000000000004,0.0,0.0,1.0,Clear,sky is clear,5584.0,1,0,0,1,0,0,2012,10,1,15,afternoon
,20.71000000000004,0.0,0.0,1.0,Clear,sky is clear,6015.0,1,0,0,1,0,0,2012,10,1,16,afternoon
,20.99000000000001,0.0,0.0,20.0,Clouds,few clouds,5791.0,1,0,1,1,0,0,2012,10,1,17,afternoon
,19.950000000000045,0.0,0.0,20.0,Clouds,few clouds,4770.0,1,0,1,1,0,0,2012,10,1,18,afternoon
,17.82000000000005,0.0,0.0,20.0,Clouds,few clouds,3539.0,1,0,1,1,0,0,2012,10,1,19,night
,16.230000000000018,0.0,0.0,1.0,Clear,sky is clear,2784.0,1,0,0,1,0,0,2012,10,1,20,night
,15.460000000000036,0.0,0.0,1.0,Clear,sky is clear,2361.0,1,0,0,1,0,0,2012,10,1,21,night
,14.010000000000048,0.0,0.0,1.0,Clear,sky is clear,1529.0,1,0,0,1,0,0,2012,10,1,22,night
,12.300000000000011,0.0,0.0,1.0,Clear,sky is clear,963.0,1,0,0,1,0,0,2012,10,1,23,night
,11.480000000000018,0.0,0.0,1.0,Clear,sky is clear,506.0,2,0,0,1,0,0,2012,10,2,0,night
,10.32000000000005,0.0,0.0,1.0,Clear,sky is clear,321.0,2,0,0,1,0,0,2012,10,2,1,dawn
,8.03000000000003,0.0,0.0,1.0,Clear,sky is clear,273.0,2,0,0,1,0,0,2012,10,2,2,dawn
,7.939999999999998,0.0,0.0,1.0,Clear,sky is clear,367.0,2,0,0,1,0,0,2012,10,2,3,dawn
,6.379999999999996,0.0,0.0,1.0,Clear,sky is clear,814.0,2,0,0,1,0,0,2012,10,2,4,dawn
,5.470000000000027,0.0,0.0,1.0,Clear,sky is clear,2718.0,2,0,0,1,0,0,2012,10,2,5,dawn
,5.080000000000041,0.0,0.0,1.0,Clear,sky is clear,5673.0,2,0,0,1,0,0,2012,10,2,6,morning
,5.025000000000034,0.0,0.0,1.0,Clear,sky is clear,6092.0,2,0,0,1,0,0,2012,10,2,7,morning
,4.970000000000027,0.0,0.0,1.0,Clear,sky is clear,6511.0,2,0,0,1,0,0,2012,10,2,8,morning
,9.33000000000004,0.0,0.0,1.0,Clear,sky is clear,5471.0,2,0,0,1,0,0,2012,10,2,9,morning
,12.493333333333377,0.0,0.0,1.0,Clear,sky is clear,5346.333333333333,2,0,0,1,0,0,2012,10,2,10,morning
,15.656666666666712,0.0,0.0,1.0,Clear,sky is clear,5221.666666666667,2,0,0,1,0,0,2012,10,2,11,morning
,18.82000000000005,0.0,0.0,1.0,Clear,sky is clear,5097.0,2,0,0,1,0,0,2012,10,2,12,morning
,20.08000000000004,0.0,0.0,1.0,Clear,sky is clear,4887.0,2,0,0,1,0,0,2012,10,2,13,afternoon
,21.160000000000025,0.0,0.0,1.0,Clear,sky is clear,5337.0,2,0,0,1,0,0,2012,10,2,14,afternoon
,22.02000000000004,0.0,0.0,1.0,Clear,sky is clear,5692.0,2,0,0,1,0,0,2012,10,2,15,afternoon
,21.98000000000001,0.0,0.0,1.0,Clear,sky is clear,6137.0,2,0,0,1,0,0,2012,10,2,16,afternoon
,21.245000000000037,0.0,0.0,10.5,Clouds,few clouds,5380.0,2,0,1,1,0,0,2012,10,2,17,afternoon
,20.510000000000048,0.0,0.0,20.0,Clouds,few clouds,4623.0,2,0,1,1,0,0,2012,10,2,18,afternoon
,17.5,0.0,0.0,20.0,Clouds,few clouds,3591.0,2,0,1,1,0,0,2012,10,2,19,night
,15.04000000000002,0.0,0.0,20.0,Clouds,few clouds,2898.0,2,0,1,1,0,0,2012,10,2,20,night
,13.950000000000044,0.0,0.0,1.0,Clear,sky is clear,2637.0,2,0,0,1,0,0,2012,10,2,21,night
,13.100000000000025,0.0,0.0,1.0,Clear,sky is clear,1777.0,2,0,0,1,0,0,2012,10,2,22,night
,12.110000000000014,0.0,0.0,1.0,Clear,sky is clear,1015.0,2,0,0,1,0,0,2012,10,2,23,night
,11.400000000000034,0.0,0.0,1.0,Clear,sky is clear,598.0,3,0,0,1,0,0,2012,10,3,0,night
,10.32000000000005,0.0,0.0,1.0,Clear,sky is clear,369.0,3,0,0,1,0,0,2012,10,3,1,dawn
,10.02000000000004,0.0,0.0,1.0,Clear,sky is clear,312.0,3,0,0,1,0,0,2012,10,3,2,dawn
,8.890000000000043,0.0,0.0,1.0,Clear,sky is clear,367.0,3,0,0,1,0,0,2012,10,3,3,dawn
,8.54000000000002,0.0,0.0,1.0,Clear,sky is clear,835.0,3,0,0,1,0,0,2012,10,3,4,dawn
,8.170000000000016,0.0,0.0,1.0,Clear,sky is clear,2726.0,3,0,0,1,0,0,2012,10,3,5,dawn
,7.590000000000032,0.0,0.0,1.0,Clear,sky is clear,5689.0,3,0,0,1,0,0,2012,10,3,6,morning
,7.420000000000016,0.0,0.0,1.0,Clear,sky is clear,6990.0,3,0,0,1,0,0,2012,10,3,7,morning
,8.710000000000036,0.0,0.0,1.0,Clear,sky is clear,5985.0,3,0,0,1,0,0,2012,10,3,8,morning
,11.83000000000004,0.0,0.0,1.0,Clear,sky is clear,5309.0,3,0,0,1,0,0,2012,10,3,9,morning
,16.03000000000003,0.0,0.0,1.0,Clear,sky is clear,4603.0,3,0,0,1,0,0,2012,10,3,10,morning
,18.40000000000004,0.0,0.0,1.0,Clear,sky is clear,4884.0,3,0,0,1,0,0,2012,10,3,11,morning
,21.82000000000005,0.0,0.0,1.0,Clear,sky is clear,5104.0,3,0,0,1,0,0,2012,10,3,12,morning
,23.23000000000001,0.0,0.0,1.0,Clear,sky is clear,5178.0,3,0,0,1,0,0,2012,10,3,13,afternoon
,24.170000000000016,0.0,0.0,1.0,Clear,sky is clear,5501.0,3,0,0,1,0,0,2012,10,3,14,afternoon
,25.02000000000004,0.0,0.0,1.0,Clear,sky is clear,5713.0,3,0,0,1,0,0,2012,10,3,15,afternoon
,24.910000000000025,0.0,0.0,20.0,Clouds,few clouds,6292.0,3,0,1,1,0,0,2012,10,3,16,afternoon
,24.52000000000004,0.0,0.0,20.0,Clouds,few clouds,6057.0,3,0,1,1,0,0,2012,10,3,17,afternoon
,23.21000000000004,0.0,0.0,40.0,Clouds,scattered clouds,4907.0,3,0,1,1,0,0,2012,10,3,18,afternoon
,20.700000000000045,0.0,0.0,40.0,Clouds,scattered clouds,3503.0,3,0,1,1,0,0,2012,10,3,19,night
,19.28000000000003,0.0,0.0,40.0,Clouds,scattered clouds,3037.0,3,0,1,1,0,0,2012,10,3,20,night
,18.620000000000005,0.0,0.0,75.0,Clouds,broken clouds,2822.0,3,0,1,1,0,0,2012,10,3,21,night
,18.21000000000004,0.0,0.0,75.0,Clouds,broken clouds,1992.0,3,0,1,1,0,0,2012,10,3,22,night
,17.970000000000027,0.0,0.0,75.0,Clouds,broken clouds,1166.0,3,0,1,1,0,0,2012,10,3,23,night
,17.480000000000018,0.0,0.0,75.0,Clouds,broken clouds,627.0,4,0,1,1,0,0,2012,10,4,0,night
,17.310000000000002,0.0,0.0,40.0,Clouds,scattered clouds,388.0,4,0,1,1,0,0,2012,10,4,1,dawn
,16.710000000000008,0.0,0.0,20.0,Clear,sky is clear,378.0,4,0,0,1,0,0,2012,10,4,2,dawn
,16.110000000000014,0.0,0.0,0.0,Clear,sky is clear,368.0,4,0,0,1,0,0,2012,10,4,3,dawn
,13.085000000000008,0.0,0.0,37.5,Clouds,broken clouds,1428.5,4,0,1,1,0,0,2012,10,4,4,dawn
,10.060000000000002,0.0,0.0,75.0,Clouds,broken clouds,2489.0,4,0,1,1,0,0,2012,10,4,5,dawn
,9.090000000000032,0.0,0.0,90.0,Clouds,overcast clouds,5537.0,4,0,1,1,0,0,2012,10,4,6,morning
,8.54000000000002,0.0,0.0,90.0,Clouds,overcast clouds,6628.0,4,0,1,1,0,0,2012,10,4,7,morning
,7.420000000000016,0.0,0.0,90.0,Clouds,overcast clouds,5534.0,4,0,1,1,0,0,2012,10,4,8,morning
,6.8700000000000045,0.0,0.0,75.0,Clouds,broken clouds,5403.0,4,0,1,1,0,0,2012,10,4,9,morning
,6.960000000000036,0.0,0.0,75.0,Clouds,broken clouds,4770.0,4,0,1,1,0,0,2012,10,4,10,morning
,6.850000000000023,0.0,0.0,90.0,Clouds,overcast clouds,5217.0,4,0,1,1,0,0,2012,10,4,11,morning
,7.3799999999999955,0.0,0.0,90.0,Clouds,overcast clouds,5870.0,4,0,1,1,0,0,2012,10,4,12,morning
,8.28000000000003,0.0,0.0,75.0,Clouds,broken clouds,5967.0,4,0,1,1,0,0,2012,10,4,13,afternoon
,8.629999999999995,0.0,0.0,90.0,Clouds,overcast clouds,6108.0,4,0,1,1,0,0,2012,10,4,14,afternoon
,8.760000000000048,0.0,0.0,90.0,Clouds,overcast clouds,6128.0,4,0,1,1,0,0,2012,10,4,15,afternoon
,8.580000000000041,0.0,0.0,90.0,Clouds,overcast clouds,6069.0,4,0,1,1,0,0,2012,10,4,16,afternoon
,8.270000000000039,0.0,0.0,90.0,Clouds,overcast clouds,6169.0,4,0,1,1,0,0,2012,10,4,17,afternoon
,7.720000000000027,0.0,0.0,90.0,Clouds,overcast clouds,5384.0,4,0,1,1,0,0,2012,10,4,18,afternoon
,7.0,0.0,0.0,90.0,Clouds,overcast clouds,4063.0,4,0,1,1,0,0,2012,10,4,19,night
,6.629999999999996,0.0,0.0,90.0,Clouds,overcast clouds,3364.0,4,0,1,1,0,0,2012,10,4,20,night
,6.5,0.0,0.0,75.0,Clouds,broken clouds,2971.0,4,0,1,1,0,0,2012,10,4,21,night
,6.07000000000005,0.0,0.0,40.0,Clouds,scattered clouds,2450.0,4,0,1,1,0,0,2012,10,4,22,night
,5.910000000000025,0.0,0.0,40.0,Clouds,scattered clouds,1832.0,4,0,1,1,0,0,2012,10,4,23,night
,5.660000000000025,0.0,0.0,90.0,Clouds,overcast clouds,1231.0,5,0,1,1,0,0,2012,10,5,0,night
,5.400000000000034,0.0,0.0,90.0,Clouds,overcast clouds,718.0,5,0,1,1,0,0,2012,10,5,1,dawn
,5.439999999999998,0.0,0.0,90.0,Clouds,overcast clouds,545.0,5,0,1,1,0,0,2012,10,5,2,dawn
,4.640000000000015,0.0,0.0,82.5,Clouds,broken clouds,478.0,5,0,1,1,0,0,2012,10,5,3,dawn
,3.840000000000032,0.0,0.0,75.0,Clouds,broken clouds,411.0,5,0,1,1,0,0,2012,10,5,4,dawn
,3.200000000000045,0.0,0.0,20.0,Clouds,few clouds,688.0,5,0,1,1,0,0,2012,10,5,5,dawn
,2.25,0.0,0.0,1.0,Clear,sky is clear,1352.0,5,0,0,1,0,0,2012,10,5,6,morning
,2.0200000000000387,0.0,0.0,1.0,Clear,sky is clear,2072.0,5,0,0,1,0,0,2012,10,5,7,morning
,1.840000000000032,0.0,0.0,1.0,Clear,sky is clear,3342.0,5,0,0,1,0,0,2012,10,5,8,morning
,1.9399999999999973,0.0,0.0,40.0,Clouds,scattered clouds,4258.0,5,0,1,1,0,0,2012,10,5,9,morning
,3.730000000000018,0.0,0.0,20.0,Clouds,few clouds,4861.0,5,0,1,1,0,0,2012,10,5,10,morning
,4.890000000000043,0.0,0.0,20.0,Clouds,few clouds,5191.0,5,0,1,1,0,0,2012,10,5,11,morning
,5.930000000000007,0.0,0.0,40.0,Clouds,scattered clouds,5669.0,5,0,1,1,0,0,2012,10,5,12,morning
,6.970000000000027,0.0,0.0,75.0,Clouds,broken clouds,5074.0,5,0,1,1,0,0,2012,10,5,13,afternoon
,7.100000000000023,0.0,0.0,75.0,Clouds,broken clouds,5025.0,5,0,1,1,0,0,2012,10,5,14,afternoon
,6.850000000000023,0.0,0.0,75.0,Clouds,broken clouds,5153.0,5,0,1,1,0,0,2012,10,5,15,afternoon
,5.910000000000025,0.0,0.0,90.0,Clouds,overcast clouds,5024.0,5,0,1,1,0,0,2012,10,5,16,afternoon
,5.760000000000048,0.0,0.0,90.0,Clouds,overcast clouds,4779.0,5,0,1,1,0,0,2012,10,5,17,afternoon
,5.240000000000009,0.0,0.0,90.0,Clouds,overcast clouds,4362.0,5,0,1,1,0,0,2012,10,5,18,afternoon
,5.010000000000048,0.0,0.0,90.0,Clouds,overcast clouds,3860.0,5,0,1,1,0,0,2012,10,5,19,night
,5.010000000000048,0.0,0.0,90.0,Clouds,overcast clouds,3160.0,5,0,1,1,0,0,2012,10,5,20,night
,4.78000000000003,0.0,0.0,90.0,Clouds,overcast clouds,2992.0,5,0,1,1,0,0,2012,10,5,21,night
,3.75,0.0,0.0,90.0,Clouds,overcast clouds,3202.0,5,0,1,1,0,0,2012,10,5,22,night
,3.1899999999999977,0.0,0.0,75.0,Clouds,broken clouds,1941.0,5,0,1,1,0,0,2012,10,5,23,night
,2.9600000000000364,0.0,0.0,75.0,Clouds,broken clouds,1233.0,6,1,1,1,0,0,2012,10,6,0,night
,2.8333333333333712,0.0,0.0,80.0,Clouds,overcast clouds,929.6666666666669,6,1,1,1,0,0,2012,10,6,1,dawn
,2.706666666666706,0.0,0.0,85.0,Clouds,overcast clouds,626.3333333333334,6,1,1,1,0,0,2012,10,6,2,dawn
,2.580000000000041,0.0,0.0,90.0,Clouds,overcast clouds,323.0,6,1,1,1,0,0,2012,10,6,3,dawn
,2.5,0.0,0.0,90.0,Clouds,overcast clouds,312.0,6,1,1,1,0,0,2012,10,6,4,dawn
,2.3600000000000136,0.0,0.0,75.0,Clouds,broken clouds,627.0,6,1,1,1,0,0,2012,10,6,5,dawn
,1.900000000000034,0.0,0.0,90.0,Clouds,overcast clouds,1508.0,6,1,1,1,0,0,2012,10,6,6,morning
,1.6200000000000043,0.0,0.0,90.0,Clouds,overcast clouds,1539.0,6,1,1,1,0,0,2012,10,6,7,morning
