holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Day_Week,Weekend
None,15.129999999999995,0.0,0.0,40.0,Clouds,scattered clouds,2012-10-02 09:00:00,5545.0,1,0
None,16.210000000000036,0.0,0.0,75.0,Clouds,broken clouds,2012-10-02 10:00:00,4516.0,1,0
None,16.430000000000007,0.0,0.0,90.0,Clouds,overcast clouds,2012-10-02 11:00:00,4767.0,1,0
None,16.980000000000018,0.0,0.0,90.0,Clouds,overcast clouds,2012-10-02 12:00:00,5026.0,1,0
None,17.99000000000001,0.0,0.0,75.0,Clouds,broken clouds,2012-10-02 13:00:00,4918.0,1,0
None,18.57000000000005,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 14:00:00,5181.0,1,0
None,20.02000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 15:00:00,5584.0,1,0
None,20.71000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 16:00:00,6015.0,1,0
None,20.99000000000001,0.0,0.0,20.0,Clouds,few clouds,2012-10-02 17:00:00,5791.0,1,0
None,19.950000000000045,0.0,0.0,20.0,Clouds,few clouds,2012-10-02 18:00:00,4770.0,1,0
None,17.82000000000005,0.0,0.0,20.0,Clouds,few clouds,2012-10-02 19:00:00,3539.0,1,0
None,16.230000000000018,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 20:00:00,2784.0,1,0
None,15.460000000000036,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 21:00:00,2361.0,1,0
None,14.010000000000048,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 22:00:00,1529.0,1,0
None,12.300000000000011,0.0,0.0,1.0,Clear,sky is clear,2012-10-02 23:00:00,963.0,1,0
None,11.480000000000018,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 00:00:00,506.0,2,0
None,10.32000000000005,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 01:00:00,321.0,2,0
None,8.03000000000003,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 02:00:00,273.0,2,0
None,7.939999999999998,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 03:00:00,367.0,2,0
None,6.379999999999996,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 04:00:00,814.0,2,0
None,5.470000000000027,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 05:00:00,2718.0,2,0
None,5.080000000000041,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 06:00:00,5673.0,2,0
None,5.025000000000034,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 07:00:00,6092.0,2,0
None,4.970000000000027,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 08:00:00,6511.0,2,0
None,9.33000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 09:00:00,5471.0,2,0
None,12.493333333333377,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 10:00:00,5346.333333333333,2,0
None,15.656666666666712,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 11:00:00,5221.666666666667,2,0
None,18.82000000000005,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 12:00:00,5097.0,2,0
None,20.08000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 13:00:00,4887.0,2,0
None,21.160000000000025,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 14:00:00,5337.0,2,0
None,22.02000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 15:00:00,5692.0,2,0
None,21.980000000000015,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 16:00:00,6137.0,2,0
None,21.245000000000033,0.0,0.0,10.5,Clouds,few clouds,2012-10-03 17:00:00,5380.0,2,0
None,20.510000000000048,0.0,0.0,20.0,Clouds,few clouds,2012-10-03 18:00:00,4623.0,2,0
None,17.5,0.0,0.0,20.0,Clouds,few clouds,2012-10-03 19:00:00,3591.0,2,0
None,15.04000000000002,0.0,0.0,20.0,Clouds,few clouds,2012-10-03 20:00:00,2898.0,2,0
None,13.950000000000044,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 21:00:00,2637.0,2,0
None,13.100000000000025,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 22:00:00,1777.0,2,0
None,12.110000000000014,0.0,0.0,1.0,Clear,sky is clear,2012-10-03 23:00:00,1015.0,2,0
None,11.400000000000034,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 00:00:00,598.0,3,0
None,10.32000000000005,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 01:00:00,369.0,3,0
None,10.02000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 02:00:00,312.0,3,0
None,8.890000000000043,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 03:00:00,367.0,3,0
None,8.54000000000002,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 04:00:00,835.0,3,0
None,8.170000000000016,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 05:00:00,2726.0,3,0
None,7.590000000000032,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 06:00:00,5689.0,3,0
None,7.420000000000016,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 07:00:00,6990.0,3,0
None,8.710000000000036,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 08:00:00,5985.0,3,0
None,11.83000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 09:00:00,5309.0,3,0
None,16.03000000000003,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 10:00:00,4603.0,3,0
None,18.400000000000038,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 11:00:00,4884.0,3,0
None,21.82000000000005,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 12:00:00,5104.0,3,0
None,23.230000000000015,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 13:00:00,5178.0,3,0
None,24.170000000000016,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 14:00:00,5501.0,3,0
None,25.02000000000004,0.0,0.0,1.0,Clear,sky is clear,2012-10-04 15:00:00,5713.0,3,0
None,24.910000000000025,0.0,0.0,20.0,Clouds,few clouds,2012-10-04 16:00:00,6292.0,3,0
None,24.52000000000004,0.0,0.0,20.0,Clouds,few clouds,2012-10-04 17:00:00,6057.0,3,0
